file	id	offset	raw_size	packed_size
8X8D0.DAX	1	0	6206	4560
8X8D1.DAX	1	0	16818	15066
8X8D1.DAX	3	15066	16818	14867
8X8D1.DAX	5	29933	16818	15215
8X8D1.DAX	7	45148	16818	14874
8X8D1.DAX	9	60022	16818	14286
8X8D1.DAX	11	74308	16818	15651
8X8D1.DAX	13	89959	16818	16109
8X8D1.DAX	15	106068	16818	16004
8X8D1.DAX	17	122072	16818	16330
8X8D1.DAX	19	138402	16818	14906
8X8D1.DAX	22	153308	16818	14349
8X8D1.DAX	201	167657	2048	580
8X8D1.DAX	202	168237	1350	540
BACK1.DAX	1	0	7870	3906
BACK1.DAX	129	3906	7870	4234
BACK1.DAX	3	8140	7870	4574
BACK1.DAX	131	12714	7870	3314
BACK1.DAX	5	16028	7870	3166
BACK1.DAX	133	19194	7870	3954
BACK1.DAX	7	23148	7870	3907
BACK1.DAX	135	27055	7870	4865
BACK1.DAX	9	31920	7870	8062
BACK1.DAX	11	39982	7870	2926
BACK1.DAX	139	42908	7870	6845
BACK1.DAX	13	49753	7870	6359
BACK1.DAX	141	56112	7870	6827
BACK1.DAX	15	62939	7870	7093
BACK1.DAX	143	70032	7870	6928
BACK1.DAX	17	76960	7870	8059
BACK1.DAX	19	85019	7870	4476
BACK1.DAX	147	89495	7870	7459
BACK1.DAX	22	96954	7870	2679
BACK1.DAX	150	99633	7870	5145
BIGPIC1.DAX	112	0	37278	37238
BIGPIC1.DAX	113	37238	37278	38399
BIGPIC1.DAX	114	75637	37278	27332
BIGPIC1.DAX	115	102969	37278	32287
BIGPIC1.DAX	116	135256	37278	37171
BIGPIC1.DAX	117	172427	37278	31000
BORDERS.DAX	0	0	838	660
CHARS.DAX	0	0	758	439
CHARS.DAX	128	439	758	428
CHARS.DAX	1	867	758	440
CHARS.DAX	129	1307	758	436
CHARS.DAX	2	1743	758	431
CHARS.DAX	130	2174	758	423
CHARS.DAX	3	2597	758	461
CHARS.DAX	131	3058	758	455
CHARS.DAX	4	3513	758	441
CHARS.DAX	132	3954	758	427
CHARS.DAX	5	4381	758	444
CHARS.DAX	133	4825	758	425
CHARS.DAX	6	5250	758	458
CHARS.DAX	134	5708	758	463
CHARS.DAX	7	6171	758	429
CHARS.DAX	135	6600	758	427
CHARS.DAX	8	7027	758	435
CHARS.DAX	136	7462	758	428
CHARS.DAX	9	7890	758	444
CHARS.DAX	137	8334	758	425
CHARS.DAX	10	8759	758	425
CHARS.DAX	138	9184	758	418
CHARS.DAX	11	9602	758	436
CHARS.DAX	139	10038	758	422
CHARS.DAX	12	10460	758	433
CHARS.DAX	140	10893	758	436
CHARS.DAX	13	11329	758	427
CHARS.DAX	141	11756	758	422
CHARS.DAX	14	12178	758	427
CHARS.DAX	142	12605	758	425
CHARS.DAX	15	13030	758	422
CHARS.DAX	143	13452	758	425
CHARS.DAX	16	13877	758	464
CHARS.DAX	144	14341	758	452
CHARS.DAX	17	14793	758	376
CHARS.DAX	145	15169	758	373
CHARS.DAX	18	15542	758	411
CHARS.DAX	146	15953	758	385
CHARS.DAX	19	16338	758	417
CHARS.DAX	147	16755	758	404
CHARS.DAX	20	17159	758	415
CHARS.DAX	148	17574	758	399
CHARS.DAX	21	17973	758	450
CHARS.DAX	149	18423	758	424
CHARS.DAX	22	18847	758	474
CHARS.DAX	150	19321	758	441
CHARS.DAX	23	19762	758	524
CHARS.DAX	151	20286	758	485
CHARS.DAX	24	20771	758	459
CHARS.DAX	152	21230	758	426
CHARS.DAX	25	21656	758	410
CHARS.DAX	153	22066	758	412
CHARS.DAX	26	22478	758	462
CHARS.DAX	154	22940	758	424
CHARS.DAX	27	23364	758	470
CHARS.DAX	155	23834	758	477
CHARS.DAX	28	24311	758	485
CHARS.DAX	156	24796	758	456
CHARS.DAX	29	25252	758	417
CHARS.DAX	157	25669	758	398
CHARS.DAX	30	26067	758	407
CHARS.DAX	158	26474	758	367
CHARS.DAX	31	26841	758	487
CHARS.DAX	159	27328	758	493
CHARS.DAX	32	27821	758	467
CHARS.DAX	160	28288	758	457
CHARS.DAX	33	28745	758	460
CHARS.DAX	161	29205	758	444
CHARS.DAX	34	29649	758	436
CHARS.DAX	162	30085	758	437
CHARS.DAX	35	30522	758	460
CHARS.DAX	163	30982	758	438
COMSPR.DAX	1	0	702	429
COMSPR.DAX	129	429	702	429
COMSPR.DAX	2	858	702	417
COMSPR.DAX	130	1275	702	417
COMSPR.DAX	3	1692	702	362
COMSPR.DAX	131	2054	702	360
COMSPR.DAX	4	2414	702	218
COMSPR.DAX	132	2632	702	218
COMSPR.DAX	5	2850	702	196
COMSPR.DAX	133	3046	702	196
COMSPR.DAX	6	3242	702	152
COMSPR.DAX	134	3394	702	152
COMSPR.DAX	7	3546	702	228
COMSPR.DAX	135	3774	702	228
COMSPR.DAX	8	4002	702	226
COMSPR.DAX	136	4228	702	223
COMSPR.DAX	9	4451	702	207
COMSPR.DAX	137	4658	702	207
COMSPR.DAX	10	4865	702	198
COMSPR.DAX	138	5063	702	198
COMSPR.DAX	11	5261	702	198
COMSPR.DAX	139	5459	702	198
COMSPR.DAX	12	5657	702	182
COMSPR.DAX	140	5839	702	182
COMSPR.DAX	13	6021	702	256
COMSPR.DAX	141	6277	702	256
COMSPR.DAX	14	6533	702	256
COMSPR.DAX	142	6789	702	254
COMSPR.DAX	15	7043	702	206
COMSPR.DAX	143	7249	702	206
COMSPR.DAX	16	7455	702	451
COMSPR.DAX	144	7906	702	705
COMSPR.DAX	17	8611	702	331
COMSPR.DAX	145	8942	702	552
COMSPR.DAX	18	9494	702	550
COMSPR.DAX	146	10044	702	550
COMSPR.DAX	19	10594	702	493
COMSPR.DAX	147	11087	702	506
COMSPR.DAX	20	11593	702	226
COMSPR.DAX	148	11819	702	226
COMSPR.DAX	21	12045	702	658
COMSPR.DAX	149	12703	702	688
COMSPR.DAX	22	13391	702	689
COMSPR.DAX	150	14080	702	641
COMSPR.DAX	23	14721	702	348
COMSPR.DAX	151	15069	702	146
COMSPR.DAX	24	15215	702	532
COMSPR.DAX	152	15747	702	372
COMSPR.DAX	25	16119	702	205
COMSPR.DAX	153	16324	702	204
CPIC1.DAX	1	0	982	633
CPIC1.DAX	129	633	982	615
CPIC1.DAX	2	1248	982	635
CPIC1.DAX	130	1883	982	617
CPIC1.DAX	3	2500	982	635
CPIC1.DAX	131	3135	982	613
CPIC1.DAX	4	3748	982	627
CPIC1.DAX	132	4375	982	610
CPIC1.DAX	5	4985	982	650
CPIC1.DAX	133	5635	982	642
CPIC1.DAX	8	6277	982	643
CPIC1.DAX	136	6920	982	631
CPIC1.DAX	9	7551	982	804
CPIC1.DAX	137	8355	982	827
CPIC1.DAX	10	9182	1558	928
CPIC1.DAX	138	10110	1558	952
CPIC1.DAX	11	11062	982	778
CPIC1.DAX	139	11840	982	755
CPIC1.DAX	12	12595	982	676
CPIC1.DAX	140	13271	982	702
CPIC1.DAX	13	13973	982	678
CPIC1.DAX	141	14651	982	703
CPIC1.DAX	14	15354	982	671
CPIC1.DAX	142	16025	982	616
CPIC1.DAX	17	16641	982	696
CPIC1.DAX	145	17337	982	728
CPIC1.DAX	18	18065	2710	2290
CPIC1.DAX	146	20355	2710	2135
CPIC1.DAX	19	22490	982	682
CPIC1.DAX	147	23172	982	634
CPIC1.DAX	21	23806	2710	1613
CPIC1.DAX	149	25419	2710	1625
CPIC1.DAX	22	27044	2710	1783
CPIC1.DAX	150	28827	2710	1688
CPIC1.DAX	23	30515	982	642
CPIC1.DAX	151	31157	982	590
CPIC1.DAX	24	31747	982	763
CPIC1.DAX	152	32510	982	717
CPIC1.DAX	25	33227	982	713
CPIC1.DAX	153	33940	982	670
CPIC1.DAX	26	34610	982	650
CPIC1.DAX	154	35260	982	667
CPIC1.DAX	29	35927	2710	1244
CPIC1.DAX	157	37171	2710	1296
CPIC1.DAX	30	38467	982	655
CPIC1.DAX	158	39122	982	659
CPIC1.DAX	31	39781	982	622
CPIC1.DAX	159	40403	982	613
CPIC1.DAX	32	41016	2710	1787
CPIC1.DAX	160	42803	2710	1839
CPIC1.DAX	33	44642	982	600
CPIC1.DAX	161	45242	982	634
CPIC1.DAX	35	45876	982	683
CPIC1.DAX	163	46559	982	712
CPIC1.DAX	36	47271	982	658
CPIC1.DAX	164	47929	982	653
CPIC1.DAX	37	48582	982	609
CPIC1.DAX	165	49191	982	673
CPIC1.DAX	39	49864	1558	1022
CPIC1.DAX	167	50886	1558	1134
CPIC1.DAX	40	52020	1558	1021
CPIC1.DAX	168	53041	1558	1071
CPIC1.DAX	41	54112	982	755
CPIC1.DAX	169	54867	982	780
CPIC1.DAX	42	55647	1558	1310
CPIC1.DAX	170	56957	1558	1351
CPIC1.DAX	43	58308	982	724
CPIC1.DAX	171	59032	982	697
CPIC1.DAX	44	59729	982	809
CPIC1.DAX	172	60538	982	718
CPIC1.DAX	45	61256	982	805
CPIC1.DAX	173	62061	982	802
CPIC1.DAX	46	62863	982	636
CPIC1.DAX	174	63499	982	635
CPIC1.DAX	47	64134	1558	1056
CPIC1.DAX	175	65190	1558	1260
CPIC1.DAX	48	66450	1558	1147
CPIC1.DAX	176	67597	1558	1186
CPIC1.DAX	49	68783	1558	1197
CPIC1.DAX	177	69980	1558	1275
CPIC1.DAX	50	71255	982	703
CPIC1.DAX	178	71958	982	697
CPIC1.DAX	51	72655	982	778
CPIC1.DAX	179	73433	982	784
CPIC1.DAX	52	74217	982	697
CPIC1.DAX	180	74914	982	708
CPIC1.DAX	53	75622	982	711
CPIC1.DAX	181	76333	982	695
CPIC1.DAX	54	77028	982	780
CPIC1.DAX	182	77808	982	774
CPIC1.DAX	55	78582	982	591
CPIC1.DAX	183	79173	982	591
CPIC1.DAX	56	79764	982	548
CPIC1.DAX	184	80312	982	521
CPIC1.DAX	57	80833	982	636
CPIC1.DAX	185	81469	982	626
CPIC1.DAX	58	82095	982	676
CPIC1.DAX	186	82771	982	699
CPIC1.DAX	59	83470	982	675
CPIC1.DAX	187	84145	982	699
CPIC1.DAX	60	84844	982	676
CPIC1.DAX	188	85520	982	688
CPIC1.DAX	61	86208	982	746
CPIC1.DAX	189	86954	982	650
CPIC1.DAX	63	87604	1558	1147
CPIC1.DAX	191	88751	1558	1208
CPIC1.DAX	64	89959	982	699
CPIC1.DAX	192	90658	982	633
CURSOR.DAX	1	0	134	121
ECL1.DAX	1	0	3702	3850
ECL1.DAX	2	3850	764	796
ECL1.DAX	16	4646	33	40
ECL1.DAX	17	4686	9008	9235
ECL1.DAX	18	13921	8537	8755
ECL1.DAX	19	22676	9210	9644
ECL1.DAX	20	32320	7483	7836
ECL1.DAX	21	40156	4320	4418
ECL1.DAX	24	44574	622	619
ECL1.DAX	32	45193	8407	8334
ECL1.DAX	33	53527	8954	9156
ECL1.DAX	34	62683	8967	9207
ECL1.DAX	35	71890	9212	9430
ECL1.DAX	36	81320	7777	7974
ECL1.DAX	37	89294	9205	9437
ECL1.DAX	38	98731	8978	9224
ECL1.DAX	48	107955	8884	8900
ECL1.DAX	49	116855	9130	9318
ECL1.DAX	50	126173	9158	9401
ECL1.DAX	64	135574	9208	9489
ECL1.DAX	65	145063	6027	6189
ECL1.DAX	66	151252	8804	8986
ECL1.DAX	80	160238	9193	9397
ECL1.DAX	81	169635	5942	6094
ECL1.DAX	82	175729	8084	8272
ECL1.DAX	84	184001	8896	9095
ECL1.DAX	95	193096	6136	6369
ECL1.DAX	96	199465	9212	9489
ECL1.DAX	97	208954	7360	7564
ECL1.DAX	98	216518	9167	9441
ECL1.DAX	112	225959	9216	9444
ECL1.DAX	113	235403	8787	8955
ECL1.DAX	114	244358	9190	9375
GEO1.DAX	1	0	1026	887
GEO1.DAX	17	887	1026	794
GEO1.DAX	18	1681	1026	207
GEO1.DAX	21	1888	1026	840
GEO1.DAX	33	2728	1026	983
GEO1.DAX	34	3711	1026	967
GEO1.DAX	35	4678	1026	876
GEO1.DAX	38	5554	1026	908
GEO1.DAX	49	6462	1026	790
GEO1.DAX	50	7252	1026	752
GEO1.DAX	51	8004	1026	803
GEO1.DAX	52	8807	1026	871
GEO1.DAX	64	9678	1026	887
GEO1.DAX	65	10565	1026	891
GEO1.DAX	66	11456	1026	993
GEO1.DAX	80	12449	1026	1023
GEO1.DAX	81	13472	1026	947
GEO1.DAX	82	14419	1026	890
GEO1.DAX	84	15309	1026	840
GEO1.DAX	96	16149	1026	955
GEO1.DAX	97	17104	1026	949
GEO1.DAX	112	18053	1026	939
GEO1.DAX	113	18992	1026	917
GEO1.DAX	114	19909	1026	819
GEO1.DAX	115	20728	1026	325
HITEK.DAX	1	0	30654	16512
ITEM0.DAX	1	0	1456	1523
LOTEK.DAX	1	0	30078	16256
MARSCOM.DAX	1	0	24318	15730
MON0CHA.DAX	1	0	259	105
MON0CHA.DAX	2	105	259	95
MON0CHA.DAX	3	200	259	95
MON0CHA.DAX	4	295	259	94
MON0CHA.DAX	5	389	259	104
MON0CHA.DAX	6	493	259	103
MON0CHA.DAX	7	596	259	107
MON0CHA.DAX	8	703	259	108
MON0CHA.DAX	9	811	259	84
MON0CHA.DAX	10	895	259	87
MON0CHA.DAX	11	982	259	83
MON0CHA.DAX	12	1065	259	108
MON0CHA.DAX	13	1173	259	112
MON0CHA.DAX	14	1285	259	109
MON0CHA.DAX	15	1394	259	162
MON0CHA.DAX	16	1556	259	107
MON0CHA.DAX	17	1663	259	105
MON0CHA.DAX	18	1768	259	96
MON0CHA.DAX	19	1864	259	108
MON0CHA.DAX	20	1972	259	107
MON0CHA.DAX	21	2079	259	105
MON0CHA.DAX	22	2184	259	95
MON0CHA.DAX	23	2279	259	100
MON0CHA.DAX	24	2379	259	103
MON0CHA.DAX	25	2482	259	74
MON0CHA.DAX	26	2556	259	100
MON0CHA.DAX	27	2656	259	121
MON0CHA.DAX	28	2777	259	138
MON0CHA.DAX	29	2915	259	149
MON0CHA.DAX	30	3064	259	170
MON0CHA.DAX	31	3234	259	106
MON0CHA.DAX	32	3340	259	98
MON0CHA.DAX	33	3438	259	102
MON0CHA.DAX	35	3540	259	111
MON0CHA.DAX	36	3651	259	92
MON0CHA.DAX	37	3743	259	92
MON0CHA.DAX	38	3835	259	90
MON0CHA.DAX	39	3925	259	104
MON0CHA.DAX	40	4029	259	93
MON0CHA.DAX	41	4122	259	91
MON0CHA.DAX	42	4213	259	94
MON0CHA.DAX	43	4307	259	116
MON0CHA.DAX	44	4423	259	123
MON0CHA.DAX	45	4546	259	102
MON0CHA.DAX	46	4648	259	117
MON0CHA.DAX	47	4765	259	101
MON0CHA.DAX	48	4866	259	107
MON0CHA.DAX	49	4973	259	101
MON0CHA.DAX	50	5074	259	103
MON0CHA.DAX	51	5177	259	106
MON0CHA.DAX	52	5283	259	114
MON0CHA.DAX	53	5397	259	104
MON0CHA.DAX	54	5501	259	121
MON0CHA.DAX	55	5622	259	144
MON0CHA.DAX	56	5766	259	125
MON0CHA.DAX	57	5891	259	168
MON0CHA.DAX	58	6059	259	109
MON0CHA.DAX	59	6168	259	107
MON0CHA.DAX	60	6275	259	144
MON0CHA.DAX	61	6419	259	113
MON0CHA.DAX	62	6532	259	155
MON0CHA.DAX	63	6687	259	96
MON0CHA.DAX	64	6783	259	103
MON0ITM.DAX	1	0	372	375
MON0ITM.DAX	2	375	124	124
MON0ITM.DAX	3	499	124	118
MON0ITM.DAX	4	617	62	63
MON0ITM.DAX	5	680	434	167
MON0ITM.DAX	6	847	372	219
MON0ITM.DAX	7	1066	186	187
MON0ITM.DAX	8	1253	186	165
MON0ITM.DAX	12	1418	186	185
MON0ITM.DAX	13	1603	248	252
MON0ITM.DAX	14	1855	248	250
MON0ITM.DAX	15	2105	248	224
MON0ITM.DAX	16	2329	248	225
MON0ITM.DAX	17	2554	124	125
MON0ITM.DAX	19	2679	248	252
MON0ITM.DAX	20	2931	248	250
MON0ITM.DAX	21	3181	124	124
MON0ITM.DAX	23	3305	186	187
MON0ITM.DAX	29	3492	186	70
MON0ITM.DAX	30	3562	62	16
MON0ITM.DAX	31	3578	186	191
MON0ITM.DAX	33	3769	310	315
MON0ITM.DAX	35	4084	248	248
MON0ITM.DAX	38	4332	124	105
MON0ITM.DAX	43	4437	248	251
MON0ITM.DAX	44	4688	310	312
MON0ITM.DAX	45	5000	186	177
MON0ITM.DAX	46	5177	186	188
MON0ITM.DAX	48	5365	124	128
MON0ITM.DAX	49	5493	248	252
MON0ITM.DAX	50	5745	186	190
MON0ITM.DAX	51	5935	248	255
MON0ITM.DAX	52	6190	310	310
MON0ITM.DAX	53	6500	124	125
MON0ITM.DAX	54	6625	248	251
MON0ITM.DAX	55	6876	186	190
MON0ITM.DAX	57	7066	62	62
MON0ITM.DAX	58	7128	310	312
MON0ITM.DAX	59	7440	248	250
MON0ITM.DAX	60	7690	186	189
MON0ITM.DAX	61	7879	186	189
MON0ITM.DAX	62	8068	186	188
MON0SPC.DAX	2	0	45	48
MON0SPC.DAX	3	48	45	48
MON0SPC.DAX	4	96	54	58
MON0SPC.DAX	8	154	45	48
MON0SPC.DAX	9	202	18	18
MON0SPC.DAX	10	220	9	8
MON0SPC.DAX	11	228	9	8
MON0SPC.DAX	17	236	45	48
MON0SPC.DAX	18	284	27	28
MON0SPC.DAX	21	312	45	48
MON0SPC.DAX	22	360	9	8
MON0SPC.DAX	29	368	18	18
MON0SPC.DAX	32	386	45	48
MON0SPC.DAX	35	434	45	48
MON0SPC.DAX	36	482	9	8
MON0SPC.DAX	37	490	36	38
MON0SPC.DAX	38	528	18	18
MON0SPC.DAX	39	546	18	18
MON0SPC.DAX	40	564	18	18
MON0SPC.DAX	41	582	18	18
MON0SPC.DAX	42	600	27	28
MON0SPC.DAX	44	628	9	8
MON0SPC.DAX	45	636	63	68
MON0SPC.DAX	46	704	27	28
MON0SPC.DAX	47	732	18	18
MON0SPC.DAX	48	750	45	48
MON0SPC.DAX	49	798	45	48
MON0SPC.DAX	50	846	45	48
MON0SPC.DAX	51	894	45	48
MON0SPC.DAX	52	942	9	8
MON0SPC.DAX	54	950	18	18
MON0SPC.DAX	56	968	27	28
MON0SPC.DAX	57	996	72	78
MON0SPC.DAX	63	1074	27	28
MON0SPC.DAX	64	1102	9	8
MUSIC.DAX	1	0	11358	11489
MUSIC.DAX	2	11489	2082	2107
MUSIC.DAX	3	13596	1044	1060
MUSIC.DAX	4	14656	862	876
MUSIC.DAX	5	15532	626	635
MUSIC.DAX	6	16167	720	724
MUSIC.DAX	7	16891	624	636
MUSIC.DAX	8	17527	720	734
MUSIC.DAX	9	18261	1078	1097
PIC1.DAX	1	0	7751	7813
PIC1.DAX	2	7813	7562	7623
PIC1.DAX	4	15436	7850	7915
PIC1.DAX	11	23351	7548	7353
PIC1.DAX	18	30704	8552	8479
PIC1.DAX	23	39183	8257	8336
PIC1.DAX	24	47519	6989	6838
PIC1.DAX	29	54357	7950	7429
PIC1.DAX	30	61786	7527	7092
PIC1.DAX	31	68878	7496	7123
PIC1.DAX	32	76001	8542	8111
PIC1.DAX	39	84112	22049	22569
PIC1.DAX	41	106681	20811	21068
PIC1.DAX	42	127749	8152	8138
PIC1.DAX	55	135887	8358	8076
PIC1.DAX	56	143963	6278	6043
PIC1.DAX	57	150006	8368	8060
PIC1.DAX	60	158066	7402	7043
PIC1.DAX	80	165109	7148	7161
PIC1.DAX	81	172270	7528	7600
PIC1.DAX	82	179870	9334	9215
PIC1.DAX	83	189085	14100	14043
PIC1.DAX	84	203128	8048	7702
PIC1.DAX	85	210830	6387	6083
PIC1.DAX	86	216913	8253	8054
PIC1.DAX	87	224967	18790	18742
PIC1.DAX	89	243709	8714	8467
PIC1.DAX	91	252176	8067	8158
PIC1.DAX	93	260334	8323	8005
PIC1.DAX	94	268339	7929	7652
PIC1.DAX	95	275991	8448	8374
PIC1.DAX	96	284365	7573	7625
PIC1.DAX	97	291990	6888	6973
PIC1.DAX	98	298963	7402	7542
PIC1.DAX	99	306505	7502	7570
PIC1.DAX	100	314075	12042	12235
PIC1.DAX	101	326310	6100	6277
PIC1.DAX	102	332587	6410	6545
PIC1.DAX	103	339132	4782	4862
PIC1.DAX	104	343994	6171	6288
PIC1.DAX	106	350282	8156	7973
PIC1.DAX	107	358255	7539	7273
PIC1.DAX	108	365528	6869	6921
PIC1.DAX	109	372449	7803	7834
PIC1.DAX	110	380283	9199	9469
PIC1.DAX	111	389752	6957	6762
PIC7.DAX	105	0	7659	7694
PIC8.DAX	92	0	6499	6178
SHIPS.DAX	0	0	17582	6955
SHIPS.DAX	1	6955	17582	6859
SHIPS.DAX	2	13814	17582	7008
SHIPS.DAX	3	20822	17582	6302
SHIPS.DAX	4	27124	17582	5721
SHIPS.DAX	10	32845	9342	2981
SHIPS.DAX	11	35826	5830	815
SHIPS.DAX	12	36641	3910	453
SHIPS.DAX	13	37094	3910	600
SHIPS.DAX	14	37694	2310	877
SHIPS.DAX	15	38571	2630	711
SHIPS.DAX	16	39282	2118	1204
SHIPS.DAX	17	40486	1350	459
SHIPS.DAX	18	40945	1030	369
SHIPS.DAX	19	41314	1030	632
SHIPS.DAX	20	41946	838	359
SHIPS.DAX	21	42305	838	249
SHIPS.DAX	22	42554	582	356
SHIPS.DAX	23	42910	326	209
SHIPS.DAX	24	43119	646	203
SHIPS.DAX	25	43322	326	165
SHIPS.DAX	26	43487	894	643
SHIPS.DAX	27	44130	510	268
SHIPS.DAX	28	44398	510	388
SHIPS.DAX	29	44786	510	375
SHIPS.DAX	30	45161	510	395
SHIPS.DAX	31	45556	510	426
SHIPS.DAX	32	45982	510	355
SHIPS.DAX	33	46337	254	202
SHIPS.DAX	34	46539	254	226
SHIPS.DAX	35	46765	254	225
SHIPS.DAX	36	46990	254	230
SHIPS.DAX	37	47220	254	243
SHIPS.DAX	38	47463	254	230
SHIPS.DAX	40	47693	108	79
SHIPS.DAX	41	47772	108	93
SHIPS.DAX	42	47865	108	93
SHIPS.DAX	43	47958	108	85
SHIPS.DAX	44	48043	108	78
SHIPS.DAX	50	48121	108	82
SHIPS.DAX	128	48203	31102	2187
SPRIT1.DAX	5	0	2565	1978
SPRIT1.DAX	9	1978	3926	3481
SPRIT1.DAX	12	5459	2868	2218
SPRIT1.DAX	14	7677	2725	2086
SPRIT1.DAX	19	9763	2815	2184
SPRIT1.DAX	26	11947	2873	2433
SPRIT1.DAX	33	14380	2973	2512
SPRIT1.DAX	36	16892	3658	3200
SPRIT1.DAX	37	20092	2962	2520
SPRIT1.DAX	40	22612	2145	1543
SPRIT1.DAX	41	24155	2497	2019
SPRIT1.DAX	42	26174	2577	2101
SPRIT1.DAX	44	28275	2600	2117
SPRIT1.DAX	45	30392	4503	4055
SPRIT1.DAX	47	34447	2534	2064
SPRIT1.DAX	49	36511	4527	4094
SPRIT1.DAX	50	40605	3541	3098
SPRIT1.DAX	51	43703	4746	4318
SPRIT1.DAX	52	48021	2524	2003
SPRIT1.DAX	60	50024	2688	2245
SPRIT1.DAX	61	52269	2741	2282
SPRIT1.DAX	63	54551	4547	4115
SPRIT1.DAX	64	58666	2341	1895
TITLE.DAX	1	0	23894	3725
TITLE.DAX	2	3725	42326	11336
TITLE.DAX	3	15061	9558	3306
TITLE.DAX	4	18367	59734	43637
VENUSCOM.DAX	1	0	25470	16248
WALLDEF1.DAX	1	0	2340	1613
WALLDEF1.DAX	3	1613	2340	1331
WALLDEF1.DAX	5	2944	2340	1591
WALLDEF1.DAX	7	4535	2340	1682
WALLDEF1.DAX	9	6217	2340	1224
WALLDEF1.DAX	11	7441	2340	1728
WALLDEF1.DAX	13	9169	2340	2140
WALLDEF1.DAX	15	11309	2340	1781
WALLDEF1.DAX	17	13090	2340	1444
WALLDEF1.DAX	19	14534	2340	1767
WALLDEF1.DAX	22	16301	2340	1515
